id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
6193,SLVR,large_airport,Viru Viru International Airport,-17.6448,-63.135399,1224,SA,BO,BO-S,Santa Cruz,yes,SLVR,VVI,NA,NA,https://en.wikipedia.org/wiki/Viru_Viru_International_Airport,NA
6195,SMJP,medium_airport,Johan Adolf Pengel International Airport,5.4528298377999995,-55.1878013611,59,SA,SR,SR-PR,Zandery,yes,SMJP,PBM,NA,http://www.japi-airport.com,https://en.wikipedia.org/wiki/Johan_Adolf_Pengel_International_Airport,"Zanderij, JAP International Airport, JAPI Airport, JAPIA, ZY Airport"
43788,SO-0001,medium_airport,K50 International Airport,2.00528,44.986599,100,AF,SO,SO-SH,Mogadishu,yes,NA,NA,NA,NA,https://en.wikipedia.org/wiki/K50_Airport,Km N° 50 Airport
6198,SOCA,medium_airport,Cayenne – Félix Eboué Airport,4.81981,-52.360401,26,SA,GF,GF-CY,Matoury,yes,SOCA,CAY,NA,NA,https://en.wikipedia.org/wiki/Cayenne_%E2%80%93_F%C3%A9lix_Ebou%C3%A9_Airport,"Cayenne-Rochambeau, Matoury"
6205,SPCL,medium_airport,Cap FAP David Abenzur Rengifo International Airport,-8.37794017791748,-74.57430267333984,513,SA,PE,PE-UCA,Pucallpa,yes,SPCL,PCL,NA,NA,https://en.wikipedia.org/wiki/Captain_Rolden_International_Airport,NA
6208,SPEO,medium_airport,Teniente FAP Jaime A De Montreuil Morales Airport,-9.149609565734863,-78.5238037109375,69,SA,PE,PE-ANC,Chimbote,yes,SPEO,CHM,NA,NA,https://en.wikipedia.org/wiki/Tnte._FAP_Jaime_Montreuil_Morales_Airport,NA
6213,SPHI,medium_airport,Capitan FAP Jose A Quinones Gonzales International Airport,-6.787479877471924,-79.8281021118164,97,SA,PE,PE-LAM,Chiclayo,yes,SPHI,CIX,NA,NA,https://en.wikipedia.org/wiki/Cap._FAP_Jos%C3%A9_A._Qui%C3%B1ones_Gonzales_International_Airport,NA
6214,SPHO,medium_airport,Coronel FAP Alfredo Mendivil Duarte Airport,-13.154800415039062,-74.20439910888672,8917,SA,PE,PE-AYA,Ayacucho,yes,SPHO,AYP,NA,NA,https://en.wikipedia.org/wiki/Coronel_FAP_Alfredo_Mendivil_Duarte_Airport,NA
6217,SPIM,large_airport,Jorge Chávez International Airport,-12.0219,-77.114305,113,SA,PE,PE-LIM,Lima,yes,SPJC,LIM,NA,http://www.lap.com.pe/,https://en.wikipedia.org/wiki/Jorge_Ch%C3%A1vez_International_Airport,SPIM
6219,SPJE,medium_airport,Shumba Airport,-5.59248,-78.774002,2477,SA,PE,PE-CAJ,Jaén,yes,SPJE,JAE,NA,NA,https://en.wikipedia.org/wiki/Ja%C3%A9n_Airport,NA
6221,SPJJ,medium_airport,Francisco Carle Airport,-11.7831001282,-75.47339630130001,11034,SA,PE,PE-JUN,Jauja,yes,SPJJ,JAU,NA,NA,https://en.wikipedia.org/wiki/Francisco_Carle_Airport,NA
6222,SPJL,medium_airport,Inca Manco Capac International Airport,-15.467100143432617,-70.158203125,12552,SA,PE,PE-PUN,Juliaca,yes,SPJL,JUL,NA,NA,https://en.wikipedia.org/wiki/Inca_Manco_Capac_International_Airport,NA
6223,SPJR,medium_airport,Mayor General FAP Armando Revoredo Iglesias Airport,-7.1391801834106445,-78.4894027709961,8781,SA,PE,PE-CAJ,Cajamarca,yes,SPJR,CJA,NA,NA,https://en.wikipedia.org/wiki/My._Gral._FAP._Armando_Revoredo_Iglesias_Airport,NA
6226,SPME,medium_airport,Capitan FAP Pedro Canga Rodriguez Airport,-3.55253005027771,-80.38140106201172,115,SA,PE,PE-TUM,Tumbes,yes,SPME,TBP,NA,NA,https://en.wikipedia.org/wiki/Cap._FAP_Pedro_Canga_Rodr%C3%ADguez_Airport,NA
6228,SPMS,medium_airport,Moises Benzaquen Rengifo Airport,-5.893770217895508,-76.11820220947266,587,SA,PE,PE-LOR,Yurimaguas,yes,SPMS,YMS,NA,NA,https://en.wikipedia.org/wiki/Mois%C3%A9s_Benzaquen_Rengifo_Airport,NA
6229,SPNC,medium_airport,Alferez Fap David Figueroa Fernandini Airport,-9.878809928894043,-76.204803466796875,6070,SA,PE,PE-HUC,Huánuco,yes,SPNC,HUU,NA,NA,https://en.wikipedia.org/wiki/Alf%C3%A9rez_FAP_David_Figueroa_Fernandini_Airport,NA
6232,SPQT,medium_airport,Coronel FAP Francisco Secada Vignetta International Airport,-3.7847399711608887,-73.30879974365234,306,SA,PE,PE-LOR,Iquitos,yes,SPQT,IQT,NA,NA,https://en.wikipedia.org/wiki/Crnl._FAP_Francisco_Secada_Vignetta_International_Airport,NA
6233,SPQU,medium_airport,Rodríguez Ballón International Airport,-16.3411006927,-71.5830993652,8405,SA,PE,PE-ARE,Arequipa,yes,SPQU,AQP,NA,NA,https://en.wikipedia.org/wiki/Rodriguez_Ballon_International_Airport,NA
6235,SPRU,medium_airport,Capitan FAP Carlos Martinez De Pinillos International Airport,-8.08141040802002,-79.10880279541016,106,SA,PE,PE-LAL,Trujillo,yes,SPRU,TRU,NA,NA,https://en.wikipedia.org/wiki/Cap._FAP_Carlos_Mart%C3%ADnez_de_Pinillos_International_Airport,NA
6237,SPST,medium_airport,Cadete FAP Guillermo Del Castillo Paredes Airport,-6.508739948272705,-76.373199462890625,869,SA,PE,PE-SAM,Tarapoto,yes,SPST,TPP,NA,NA,https://en.wikipedia.org/wiki/Cad._FAP_Guillermo_del_Castillo_Paredes_Airport,NA
6238,SPTN,medium_airport,Coronel FAP Carlos Ciriani Santa Rosa International Airport,-18.053300857500002,-70.2758026123,1538,SA,PE,PE-TAC,Tacna,yes,SPTN,TCQ,NA,NA,https://en.wikipedia.org/wiki/Crnl._FAP_Carlos_Ciriani_Santa_Rosa_International_Airport,NA
6239,SPTU,medium_airport,Padre Aldamiz International Airport,-12.6135997772,-69.2285995483,659,SA,PE,PE-MDD,Puerto Maldonado,yes,SPTU,PEM,NA,NA,https://en.wikipedia.org/wiki/Padre_Aldamiz_International_Airport,Puerto Maldonado International Airport
6240,SPUR,medium_airport,Capitán FAP Guillermo Concha Iberico International Airport,-5.20574998856,-80.61640167239999,120,SA,PE,PE-PIU,Piura,yes,SPUR,PIU,NA,NA,https://en.wikipedia.org/wiki/Cap._FAP_Guillermo_Concha_Iberico_International_Airport,NA
6241,SPYL,medium_airport,Capitan Montes Airport,-4.5766401290894,-81.254096984863,282,SA,PE,PE-PIU,Talara,yes,SPYL,TYL,NA,NA,https://en.wikipedia.org/wiki/Cap._FAP_Victor_Montes_Arias_Airport,NA
6242,SPZA,medium_airport,Maria Reiche Neuman Airport,-14.854000091600001,-74.9615020752,1860,SA,PE,PE-ICA,Nazca,yes,SPZA,NZC,NA,NA,https://en.wikipedia.org/wiki/Maria_Reiche_Neuman_Airport,NA
6243,SPZO,large_airport,Alejandro Velasco Astete International Airport,-13.535699844400002,-71.9387969971,10860,SA,PE,PE-CUS,Cusco,yes,SPZO,CUZ,NA,http://www.corpac.gob.pe/,https://en.wikipedia.org/wiki/Alejandro_Velasco_Astete_International_Airport,NA
316767,SQD,medium_airport,Shangrao Sanqingshan Airport,28.3797,117.9643,340,AS,CN,CN-36,Shangrao,yes,ZSSR,SQD,NA,NA,https://en.wikipedia.org/wiki/Shangrao_Sanqingshan_Airport,NA
316774,SQJ,medium_airport,Shaxian Airport,26.4263,117.8336,830,AS,CN,CN-35,Sanming,yes,ZSSM,SQJ,NA,NA,https://en.wikipedia.org/wiki/Sanming_Shaxian_Airport,NA
517,SSZW,medium_airport,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,-25.1847,-50.1441,2588,SA,BR,BR-PR,Ponta Grossa,yes,SBPG,PGZ,SBPG,NA,https://en.wikipedia.org/wiki/Ponta_Grossa_Airport,Sant'ana Airport
6247,SUMU,large_airport,Carrasco International /General C L Berisso Airport,-34.838402,-56.0308,105,SA,UY,UY-CA,Montevideo,yes,SUMU,MVD,NA,NA,https://en.wikipedia.org/wiki/Carrasco_International_Airport,NA
6249,SVAC,medium_airport,Oswaldo Guevara Mujica Airport,9.553375244140625,-69.23786926269531,640,SA,VE,VE-P,Acarigua,yes,SVAC,AGV,NA,NA,NA,NA
6255,SVBC,large_airport,General José Antonio Anzoategui International Airport,10.111111,-64.692222,30,SA,VE,VE-B,Barcelona,yes,SVBC,BLA,NA,http://aigdjaa.baer.gob.ve,https://en.wikipedia.org/wiki/General_Jos%C3%A9_Antonio_Anzo%C3%A1tegui_International_Airport,"Barcelona, Puero La Cruz,Lecheria"
6256,SVBI,medium_airport,Barinas Airport,8.615,-70.21416667,615,SA,VE,VE-E,Barinas,yes,SVBI,BNS,NA,NA,NA,NA
6259,SVBM,medium_airport,Barquisimeto International Airport,10.042746543884277,-69.3586196899414,2042,SA,VE,VE-K,Barquisimeto,yes,SVBM,BRM,NA,NA,NA,NA
6261,SVBS,medium_airport,Escuela Mariscal Sucre Airport,10.249978065490723,-67.64942169189453,1338,SA,VE,VE-D,Maracay,yes,SVBS,MYC,NA,NA,https://en.wikipedia.org/wiki/Mariscal_Sucre_Airport_(Venezuela),NA
6268,SVCN,medium_airport,Canaima Airport,6.231988906860352,-62.85443115234375,1450,SA,VE,VE-F,Canaima,yes,SVCN,CAJ,NA,NA,NA,NA
6270,SVCP,medium_airport,General Francisco Bermúdez Airport,10.660014152526855,-63.261680603027344,33,SA,VE,VE-R,Carúpano,yes,SVCP,CUP,NA,NA,NA,NA
6271,SVCR,medium_airport,José Leonardo Chirinos Airport,11.41494369506836,-69.68090057373047,52,SA,VE,VE-I,Coro,yes,SVCR,CZE,NA,NA,NA,NA
6273,SVCU,medium_airport,Cumaná (Antonio José de Sucre) Airport,10.450332641601562,-64.1304702758789,14,SA,VE,VE-R,NA,yes,SVCU,CUM,NA,NA,NA,NA
6292,SVJC,medium_airport,Josefa Camejo International Airport,11.78077507019043,-70.15149688720703,75,SA,VE,VE-I,Paraguaná,yes,SVJC,LSP,NA,NA,NA,NA
6297,SVMC,medium_airport,La Chinita International Airport,10.5582084656,-71.7278594971,239,SA,VE,VE-V,Maracaibo,yes,SVMC,MAR,NA,NA,https://en.wikipedia.org/wiki/La_Chinita_International_Airport,NA
6298,SVMD,medium_airport,Alberto Carnevalli Airport,8.582078,-71.161041,5007,SA,VE,VE-L,Mérida,yes,SVMD,MRD,NA,NA,https://en.wikipedia.org/wiki/Alberto_Carnevalli_Airport,NA
6299,SVMG,medium_airport,Del Caribe Santiago Mariño International Airport,10.912603378295898,-63.96659851074219,74,SA,VE,VE-O,Isla Margarita,yes,SVMG,PMV,NA,NA,https://en.wikipedia.org/wiki/Del_Caribe_International_General_Santiago_Marino_Airport,NA
6300,SVMI,large_airport,Simón Bolívar International Airport,10.601194,-66.991222,234,SA,VE,VE-X,Caracas,yes,SVMI,CCS,NA,http://www.aeropuerto-maiquetia.com.ve/web/,https://en.wikipedia.org/wiki/Sim%C3%B3n_Bol%C3%ADvar_International_Airport,"Maiquetía ""Simón Bolívar"" International Airport"
6302,SVMT,medium_airport,Maturín Airport,9.75452995300293,-63.14739990234375,224,SA,VE,VE-N,NA,yes,SVMT,MUN,NA,NA,NA,NA
6309,SVPA,medium_airport,Cacique Aramare Airport,5.6199898719788,-67.606101989746,245,SA,VE,VE-Z,Puerto Ayacucho,yes,SVPA,PYH,NA,NA,https://en.wikipedia.org/wiki/Cacique_Aramare_Airport,Casique Aramare Airport
6315,SVPR,medium_airport,General Manuel Carlos Piar International Airport,8.288530349731445,-62.760398864746094,472,SA,VE,VE-F,Puerto Ordaz-Ciudad Guayana,yes,SVPR,PZO,NA,NA,https://en.wikipedia.org/wiki/Manuel_Carlos_Piar_Guayana_Airport,NA
6321,SVSA,medium_airport,San Antonio Del Tachira Airport,7.840829849243164,-72.439697265625,1312,SA,VE,VE-S,NA,yes,SVSA,SVZ,NA,NA,NA,NA
6325,SVSO,medium_airport,Mayor Buenaventura Vivas International Airport,7.56538,-72.035103,1083,SA,VE,VE-S,Santo Domingo,yes,SVSO,STD,NA,NA,https://en.wikipedia.org/wiki/Mayor_Buenaventura_Vivas_Airport,NA
6328,SVST,medium_airport,San Tomé Airport,8.9451465606689,-64.151084899902,861,SA,VE,VE-B,El Tigre,yes,SVST,SOM,NA,NA,https://en.wikipedia.org/wiki/San_Tom%C3%A9_Airport,"Don Edmundo Barrios, San José de Guanipa"
6334,SVVA,medium_airport,Arturo Michelena International Airport,10.14973258972168,-67.92839813232422,1411,SA,VE,VE-G,Valencia,yes,SVVA,VLN,NA,NA,https://en.wikipedia.org/wiki/Arturo_Michelena_International_Airport,NA
6335,SVVG,medium_airport,Juan Pablo Pérez Alfonso Airport,8.624139,-71.672668,250,SA,VE,VE-L,El Vigía,yes,SVVG,VIG,NA,NA,https://en.wikipedia.org/wiki/Juan_Pablo_P%C3%A9rez_Alfonzo_Airport,NA
6336,SVVL,medium_airport,Dr. Antonio Nicolás Briceño Airport,9.34047794342041,-70.58406066894531,2060,SA,VE,VE-T,Valera,yes,SVVL,VLV,NA,NA,NA,NA
538,SWGN,medium_airport,Araguaína Airport,-7.22787,-48.240501,771,SA,BR,BR-TO,Araguaína,yes,SWGN,AUX,SWGN,NA,https://en.wikipedia.org/wiki/Aragua%C3%ADna_Airport,NA
575,SWRD,medium_airport,Maestro Marinho Franco Airport,-16.586,-54.7248,1467,SA,BR,BR-MT,Rondonópolis,yes,SBRD,ROO,MT0004,http://www.rondonopolis.mt.gov.br/orgaos-municipais/aeroporto-municipal-maestro-marinho-franco/,https://en.wikipedia.org/wiki/Rondon%C3%B3polis_Airport,"SWRD, Rondonópolis Airport"
6356,SYCJ,medium_airport,Cheddi Jagan International Airport,6.498549938201904,-58.25410079956055,95,SA,GY,GY-DE,Georgetown,yes,SYCJ,GEO,SYGT,http://www.cjairport-gy.com/,https://en.wikipedia.org/wiki/Cheddi_Jagan_International_Airport,NA
41513,SYGO,medium_airport,Eugene F. Correira International Airport,6.80628,-58.1059,10,SA,GY,GY-DE,Ogle,yes,SYEC,OGL,NA,NA,https://en.wikipedia.org/wiki/Ogle_Airport,NA
6358,SYLT,medium_airport,Lethem Airport,3.37276,-59.789398,351,SA,GY,GY-UT,Lethem,yes,SYLT,LTM,NA,NA,https://en.wikipedia.org/wiki/Lethem_Airport,NA
6359,TAPA,medium_airport,V.C. Bird International Airport,17.1367,-61.792702,62,NA,AG,AG-03,St. John's,yes,TAPA,ANU,NA,NA,https://en.wikipedia.org/wiki/VC_Bird_International_Airport,NA
6360,TBPB,medium_airport,Grantley Adams International Airport,13.0746,-59.4925,169,NA,BB,BB-01,Bridgetown,yes,TBPB,BGI,NA,http://www.gaia.bb/content/about-gaia-inc,https://en.wikipedia.org/wiki/Grantley_Adams_International_Airport,Seawell
6361,TDCF,medium_airport,Canefield Airport,15.336700439453125,-61.3922004699707,13,NA,DM,DM-10,Canefield,yes,TDCF,DCF,NA,NA,https://en.wikipedia.org/wiki/Canefield_Airport,NA
6362,TDPD,medium_airport,Douglas-Charles Airport,15.547,-61.299999,73,NA,DM,DM-02,Marigot,yes,TDPD,DOM,NA,NA,https://en.wikipedia.org/wiki/Melville_Hall_Airport,NA
6363,TFFF,medium_airport,Martinique Aimé Césaire International Airport,14.590999603271484,-61.00320053100586,16,NA,MQ,MQ-U-A,Fort-de-France,yes,TFFF,FDF,NA,http://www.martinique.aeroport.fr/,https://en.wikipedia.org/wiki/Martinique_Aim%C3%A9_C%C3%A9saire_International_Airport,Le Lamentin Airport
6364,TFFG,medium_airport,Grand Case-Espérance Airport,18.099899,-63.047199,7,NA,MF,MF-U-A,Grand Case,yes,TFFG,SFG,NA,NA,https://en.wikipedia.org/wiki/Grand_Case-Esp%C3%A9rance_Airport,"Aérodrome de Grand-Case Espérance, CCE"
32249,TFFJ,medium_airport,Gustaf III Airport / Saint Barthélemy Rémy de Haenen Airport,17.9044,-62.843601,49,NA,BL,BL-U-A,Gustavia / Saint-Jean,yes,TFFJ,SBH,NA,NA,https://en.wikipedia.org/wiki/Gustaf_III_Airport,"Saint Barthélemy Airport, St. Jean Airport, Aérodrome de St Jean, Saint Barth, St. Barts"
6365,TFFM,medium_airport,Les Bases Airport,15.86870002746582,-61.27000045776367,16,NA,GP,GP-U-A,Grand Bourg,yes,TFFM,GBJ,NA,NA,NA,Marie Galante
6366,TFFR,large_airport,Pointe-à-Pitre Le Raizet,16.265301,-61.531799,36,NA,GP,GP-U-A,Pointe-à-Pitre,yes,TFFR,PTP,NA,http://www.guadeloupe.aeroport.fr/,https://en.wikipedia.org/wiki/Pointe-%C3%A0-Pitre_International_Airport,"Le Raizet, Les Abymes"
6367,TGPY,medium_airport,Point Salines International Airport,12.004199981689453,-61.78620147705078,41,NA,GD,GD-GE,Saint George's,yes,TGPY,GND,NA,http://www.psiagrenada.com/,https://en.wikipedia.org/wiki/Point_Salines_International_Airport,NA
6369,TIST,medium_airport,Cyril E. King Airport,18.337299346923828,-64.97339630126953,23,NA,VI,VI-U-A,"Charlotte Amalie, Harry S. Truman Airport",yes,TIST,STT,STT,http://www.viport.com/airports.html,https://en.wikipedia.org/wiki/Cyril_E._King_Airport,NA
6370,TISX,medium_airport,Henry E Rohlsen Airport,17.701900482177734,-64.79859924316406,74,NA,VI,VI-U-A,Christiansted,yes,TISX,STX,STX,NA,https://en.wikipedia.org/wiki/Henry_E._Rohlsen_Airport,NA
6379,TJBQ,medium_airport,Rafael Hernandez Airport,18.49489974975586,-67.12940216064453,237,NA,PR,PR-U-A,Aguadilla,yes,TJBQ,BQN,BQN,NA,https://en.wikipedia.org/wiki/Rafael_Hern%C3%A1ndez_Airport,"Ramey, TJFF"
6381,TJIG,medium_airport,Fernando Luis Ribas Dominicci Airport,18.45680046081543,-66.09809875488281,10,NA,PR,PR-U-A,San Juan,yes,TJIG,SIG,SIG,NA,https://en.wikipedia.org/wiki/Fernando_Luis_Ribas_Dominicci_Airport,Isla Grande
6382,TJMZ,medium_airport,Eugenio Maria De Hostos Airport,18.255699157714844,-67.14849853515625,28,NA,PR,PR-U-A,Mayaguez,yes,TJMZ,MAZ,MAZ,NA,https://en.wikipedia.org/wiki/Eugenio_Mar%C3%ADa_de_Hostos_Airport,NA
6383,TJPS,medium_airport,Mercedita Airport,18.00830078125,-66.56300354003906,29,NA,PR,PR-U-A,Ponce,yes,TJPS,PSE,PSE,NA,https://en.wikipedia.org/wiki/Mercedita_Airport,NA
6384,TJSJ,large_airport,Luis Munoz Marin International Airport,18.4393997192,-66.0018005371,9,NA,PR,PR-U-A,San Juan,yes,TJSJ,SJU,SJU,NA,https://en.wikipedia.org/wiki/Luis_Mu%C3%B1oz_Mar%C3%ADn_International_Airport,Isla Verde
6386,TKPK,medium_airport,Robert L. Bradshaw International Airport,17.311199188232422,-62.71870040893555,170,NA,KN,KN-U-A,Basseterre,yes,TKPK,SKB,NA,NA,https://en.wikipedia.org/wiki/Robert_L._Bradshaw_International_Airport,NA
6387,TKPN,medium_airport,Vance W. Amory International Airport,17.205699920654297,-62.589900970458984,14,NA,KN,KN-U-A,Charlestown,yes,TKPN,NEV,NA,NA,https://en.wikipedia.org/wiki/Vance_W._Amory_International_Airport,"Nevis, Bambooshay Airport, Newcastle Airport"
6388,TLPC,medium_airport,George F. L. Charles Airport,14.0202,-60.992901,22,NA,LC,LC-02,Castries,yes,TLPC,SLU,NA,http://www.slaspa.com/contentPages/view/george-f-l-charles-airport,https://en.wikipedia.org/wiki/George_F._L._Charles_Airport,Vigie Airport
6389,TLPL,medium_airport,Hewanorra International Airport,13.7332,-60.952599,14,NA,LC,LC-11,Vieux Fort,yes,TLPL,UVF,NA,http://www.slaspa.com/contentPages/view/hewanorra-international-airport,https://en.wikipedia.org/wiki/Hewanorra_International_Airport,NA
44483,TN-0002,large_airport,Enfidha - Hammamet International Airport,36.075833,10.438611,21,AF,TN,TN-51,Enfidha,yes,DTNH,NBE,DTNH,http://www.enfidhahammametairport.com/,https://en.wikipedia.org/wiki/Enfidha_%E2%80%93_Hammamet_International_Airport,DTNH
6402,TNCA,medium_airport,Queen Beatrix International Airport,12.5014,-70.015198,60,NA,AW,AW-U-A,Oranjestad,yes,TNCA,AUA,NA,NA,https://en.wikipedia.org/wiki/Queen_Beatrix_International_Airport,Playa
6403,TNCB,medium_airport,Flamingo International Airport,12.131,-68.268501,20,NA,BQ,BQ-U-A,"Kralendijk, Bonaire",yes,TNCB,BON,NA,NA,https://en.wikipedia.org/wiki/Flamingo_International_Airport,Bonaire
6404,TNCC,medium_airport,Hato International Airport,12.1889,-68.959801,29,NA,CW,CW-U-A,Willemstad,yes,TNCC,CUR,NA,NA,https://en.wikipedia.org/wiki/Hato_International_Airport,Curaçao
6405,TNCE,medium_airport,F. D. Roosevelt Airport,17.49650001525879,-62.979400634765625,129,NA,BQ,BQ-U-A,Sint Eustatius,yes,TNCE,EUX,NA,NA,https://en.wikipedia.org/wiki/F.D._Roosevelt_Airport,NA
6406,TNCM,large_airport,Princess Juliana International Airport,18.041000366200002,-63.1088981628,13,NA,SX,SX-U-A,Saint Martin,yes,TNCM,SXM,NA,NA,https://en.wikipedia.org/wiki/Princess_Juliana_International_Airport,NA
6407,TQPF,medium_airport,Clayton J Lloyd International Airport,18.2048,-63.055099,127,NA,AI,AI-U-A,The Valley,yes,TQPF,AXA,NA,http://www.news.ai/ref/airport.html,https://en.wikipedia.org/wiki/Anguilla_Wallblake_Airport,Wallblake Airport
44790,TR-0026,medium_airport,Iğdır Airport,39.9766273499,43.8766479492,3101,AS,TR,TR-76,Iğdır,yes,LTCT,IGD,NA,http://igdır.dhmi.gov.tr/,https://en.wikipedia.org/wiki/Iğdır_Airport,NA
43074,TRPG,medium_airport,John A. Osborne Airport,16.791400909423828,-62.19329833984375,550,NA,MS,MS-U-A,Gerald's Park,yes,TRPG,MNI,NA,NA,https://en.wikipedia.org/wiki/John_A._Osborne_Airport,Gerald's Airport
6409,TTCP,medium_airport,Tobago-Crown Point Airport,11.149700164794922,-60.83219909667969,38,NA,TT,TT-WTO,Scarborough,yes,TTCP,TAB,NA,NA,https://en.wikipedia.org/wiki/Crown_Point_Airport,NA
6410,TTPP,medium_airport,Piarco International Airport,10.595399856567383,-61.33720016479492,58,NA,TT,TT-TUP,Port of Spain,yes,TTPP,POS,NA,NA,https://en.wikipedia.org/wiki/Piarco_International_Airport,NA
6411,TUPJ,medium_airport,Terrance B. Lettsome International Airport,18.444799423217773,-64.542999267578125,15,NA,VG,VG-U-A,Road Town,yes,TUPJ,EIS,NA,http://www.bareboatsbvi.com/beef_island.html,https://en.wikipedia.org/wiki/Terrance_B._Lettsome_International_Airport,"BVI, Beef Island Airport"
322383,TVSA,medium_airport,Argyle International Airport,13.156695,-61.149945,136,NA,VC,VC-U-A,Kingstown,yes,TVSA,SVD,NA,http://www.svgiadc.com,https://en.m.wikipedia.org/wiki/Argyle_International_Airport,NA
6412,TVSB,medium_airport,J F Mitchell Airport,12.9884004593,-61.2620010376,15,NA,VC,VC-06,Bequia,yes,TVSB,BQU,NA,NA,https://en.wikipedia.org/wiki/J._F._Mitchell_Airport,NA
6413,TVSC,medium_airport,Canouan Airport,12.699,-61.3424,11,NA,VC,VC-06,Canouan,yes,TVSC,CIW,NA,NA,https://en.wikipedia.org/wiki/Canouan_Airport,NA
6414,TVSM,medium_airport,Mustique Airport,12.887900352478027,-61.180198669433594,8,NA,VC,VC-06,Mustique Island,yes,TVSM,MQS,NA,NA,https://en.wikipedia.org/wiki/Mustique_Airport,NA
32542,TVSU,medium_airport,Union Island International Airport,12.60013484954834,-61.41194534301758,16,NA,VC,VC-06,Union Island,yes,TVSU,UNI,NA,NA,NA,NA
6416,TXKF,medium_airport,L.F. Wade International International Airport,32.36399841308594,-64.67870330810547,12,NA,BM,BM-U-A,Hamilton,yes,TXKF,BDA,NA,http://www.bermudaairport.com/,https://en.wikipedia.org/wiki/Bermuda_International_Airport,"Kindley Air Force Base, Fort Bell Army Airfield, NAS Bermuda, Naval Air Station Bermuda"
3549,UA30,medium_airport,Batken Airport,40.042899,70.83784,3517,AS,KG,KG-B,Batken,yes,UAFB,NA,NA,http://www.airport.kg/index.php?option=com_content&view=article&id=4&Itemid=6,https://en.wikipedia.org/wiki/Batken_Airport,Batken
6421,UAAA,large_airport,Almaty Airport,43.35210037231445,77.040496826171875,2234,AS,KZ,KZ-ALM,Almaty,yes,UAAA,ALA,NA,NA,https://en.wikipedia.org/wiki/Almaty_International_Airport,Alma Ata
6423,UACC,large_airport,Astana International Airport,51.02220153808594,71.46690368652344,1165,AS,KZ,KZ-AKM,Astana,yes,UACC,TSE,NA,NA,https://en.wikipedia.org/wiki/Astana_International_Airport,NA
31768,UACK,medium_airport,Kokshetau Airport,53.329102,69.594597,900,AS,KZ,KZ-AKM,Kokshetau,yes,UACK,KOV,NA,NA,https://en.wikipedia.org/wiki/Kokshetau_Airport,KOKCHETAV TROFIMOVKA
32495,UACP,medium_airport,Petropavlosk South Airport,54.77470016479492,69.18389892578125,453,AS,KZ,KZ-SEV,Petropavlosk,yes,UACP,PPK,NA,NA,NA,NA
6424,UADD,medium_airport,Taraz Airport,42.853599548339844,71.30359649658203,2184,AS,KZ,KZ-ZHA,Taraz,yes,UADD,DMB,NA,NA,https://en.wikipedia.org/wiki/Taraz_Airport,Aulie Ata
6425,UAFL,medium_airport,Issyk-Kul International Airport,42.58792,76.713046,5425,AS,KG,KG-Y,Tamchy,yes,UCFL,IKU,IKU,http://www.airport.kg/index.php?option=com_content&view=article&id=4&Itemid=6,https://en.wikipedia.org/wiki/Tamchy_Airport,"UAFL, Issyk-Kul Airport, Chok-Tal Airport, Аэропорт Тамчы, Аэропорт Иссык-Куль, Аэропорт Чок-Тал"
6426,UAFM,large_airport,Manas International Airport,43.0612983704,74.4776000977,2058,AS,KG,KG-C,Bishkek,yes,UCFM,FRU,NA,NA,https://en.wikipedia.org/wiki/Manas_International_Airport,"UAFM, Manas Air Force Base"
6427,UAFO,medium_airport,Osh Airport,40.6090011597,72.793296814,2927,AS,KG,KG-O,Osh,yes,UCFO,OSS,NA,http://www.airport.kg/eng/branches.htm,https://en.wikipedia.org/wiki/Osh_Airport,NA
6429,UAII,medium_airport,Shymkent Airport,42.364200592041016,69.47889709472656,1385,AS,KZ,KZ-YUZ,Shymkent,yes,UAII,CIT,NA,NA,https://en.wikipedia.org/wiki/Shymkent_Airport,"Chimkent Airport, Аэропорт Шымкент, Аэропорт Чимкент"
337747,UAIT,large_airport,Hazrat Sultan International Airport,43.313126,68.549881,1,AS,KZ,KZ-YUZ,NA,yes,UAIT,HSA,NA,NA,https://en.wikipedia.org/wiki/Hazret_Sultan_International_Airport,NA
6430,UAKD,medium_airport,Zhezkazgan Airport,47.708302,67.733299,1250,AS,KZ,KZ-KAR,Zhezkazgan,yes,UAKD,DZN,NA,NA,https://en.wikipedia.org/wiki/Dzhezkazgan_Airport,"УАКД, Жезказган, Dzhezkazgan South"
6431,UAKK,large_airport,Sary-Arka Airport,49.670799255371094,73.33439636230469,1765,AS,KZ,KZ-KAR,Karaganda,yes,UAKK,KGF,NA,NA,https://en.wikipedia.org/wiki/Sary-Arka_Airport,NA
6432,UARR,medium_airport,Uralsk Airport,51.15079879760742,51.54309844970703,125,AS,KZ,KZ-ZAP,Uralsk,yes,UARR,URA,NA,NA,https://en.wikipedia.org/wiki/Oral_Ak_Zhol_Airport,Podstepnyy
